reclus.19,PEOPLE,PEUPLE,人/民族,族人
reclus.20,TOWER,TOUR,高塔,通天塔
abbaye.enfant.cherche,"You, seek me!",Cherche-moi !,你，来寻我！,你，尋覓我！
abbaye.enfant.aurevoir,Bye!,Salut !,再见！,再見！
abbaye.enfant.paslibre,I'm not free.,Je ne suis pas libre.,我非自由之身。,我不自由。
abbaye.enfant.abbaye,I'm going to the Abbey.,Je vais à l'Abbaye.,我将往修院。,我要去隱修院。
abbaye.enfant.aurevoir,Bye!,Salut !,再见！,再見！
abbaye.enfant.trouve,You found me!,Tu m'as trouvé !,你寻到了我！,你找到我了！
abbaye.enfant.trouvecle,You found the key!,Tu as trouvé la clé !,你寻到了钥匙！,你找到鑰匙了！
abbaye.enfant.libre,We are free!,Nous sommes libres !,你我得自由！,我們自由了！
abbaye.enfant.trouve,You found me!,Tu m'as trouvé !,你寻到了我！,你找到我了！
abbaye.enfant.trouve,You found me!,Tu m'as trouvé !,你寻到了我！,你找到我了！
abbaye.enfant.infiltration.1,The Devotee must not see us.,Le Dévot ne doit pas nous voir.,千万不可令信徒看见你我。,不能讓朝覲者看見我們。
abbaye.enfant.infiltration.2,We're going upstairs.,Nous allons en haut.,我等将往上。,我們要上階梯。
abbaye.enfant.cherche,"You, seek me!",Cherche-moi !,你，来寻我！,你，尋覓我！
abbaye.enfant.cherchecle.1,We can't go up!,Nous ne pouvons pas monter.,我等往上不得！,我們不能上去！
abbaye.enfant.cherchecle.2,The Devotee closed the door.,Le Dévot a fermé la porte.,信徒闭了那门。,朝覲者關上了門。
abbaye.enfant.cherchecle.3,Let's seek the key!,Cherchons la clé !,我等寻钥匙！,我們尋覓鑰匙吧！
abbaye.enfant.cherche,"You, seek me!",Cherche-moi !,你，来寻我！,你，尋覓我！
fort.devise.1,The Warriors await the call of the Chosen Ones.,Les guerriers attendent l’appel des élus.,战士待神选之人召唤。,戰士們等待天選者的召喚。
fort.devise.2,The Impure Ones await death.,Les Impurs attendent la mort.,不洁之人待死亡。,不潔者等待死亡。
fort.sonneur,Bellman awaits the bottle!,Le sonneur attend la bouteille !,撞钟人待瓶！,敲鐘人等待酒瓶！
exil.libere.1.1,Greetings!,Salutations !,你好！,你好！
exil.libere.1.2,You stopped Exile.,Tu as arrêté Exil.,你终止了放逐。,你阻止了放逐。
exil.libere.1.3,You revived my people!,Tu as ressuscité mon peuple !,你拯救了我的族人！,你令我的族人重獲新生！
exil.libere.2.1,You helped my people!,Tu as aidé mon peuple !,你帮了我的族人！,你挽救了我的族人！
exil.libere.2.2,Exile is dead!,Exil est mort !,放逐之地已死！,放逐已死！
exil.libere.3.1,You came to help us!,Tu es venu nous aider !,你是来救我们的！,你是來幫我們的！
exil.libere.3.2,You stopped Exile!,Tu as arrêté Exil !,你终止了放逐！,你阻止了放逐！
exil.refus.1.1,Go away.,Va-t-en.,走开。,走開。
exil.refus.1.2,I don't care about you.,Je ne m’intéresse pas à toi.,我不想理你。,我不在乎你。
exil.refus.2.1,I don't care about strangers.,Je ne m’intéresse pas aux étrangers.,我不想理陌生人。,我不在乎陌生人。
exil.refus.2.2,I don't care about the Tower.,Je ne m’intéresse pas à la Tour.,我不在乎高塔。,我不在乎通天塔。
exil.refus.3.1,The Tower is dying.,La Tour est mourante.,高塔即将毁灭。,通天塔瀕臨死亡。
exil.refus.3.2,Go away.,Va-t-en.,走开。,走開。
exil.survivor.0.1,Greetings.,Bonjour.,你好。,你好。
exil.survivor.0.2,You're the one I was waiting for.,Tu es celui que j’attendais.,你就是我在等的人。,你正是我一直在等的人。
exil.survivor.0.1,Greetings.,Bonjour.,你好。,你好。
exil.survivor.0.2,You're the one I was waiting for.,Tu es celui que j’attendais.,你就是我在等的人。,你正是我一直在等的人。
exil.survivor.0.3,Come.,Viens.,过来。,過來。
exil.survivor.1.1,My people built the Tower.,Mon peuple construisit la Tour.,我的族人建成了高塔。,我的族人建造了通天塔。
exil.survivor.2.1,Foreign peoples came to the Tower.,Des peuples étrangers vinrent à la Tour.,其他民族来到高塔这里。,外族人紛紛前來通天塔。
exil.survivor.3.1,Peoples stopped talking.,Les peuples arrêtèrent de parler.,各个民族不再交流。,各族不再交談。
exil.survivor.3.2,Peoples feared peoples.,Les peuples eurent peur des peuples.,各个民族彼此畏惧。,各族互相懼怕。
exil.survivor.4.1,My people left in Exile.,Mon peuple partit dans l’Exil.,我的族人因此离去，自我放逐。,我的族人自我放逐。
exil.survivor.4.2,We are dying.,Nous sommes mourants.,我们即将灭族。,我們瀕臨死亡。
exil.survivor.4.3,The Tower is dying.,La Tour est mourante.,高塔即将毁灭。,通天塔瀕臨死亡。
exil.survivor.5.1,I created you.,Je t’ai créé.,是我创造了你。,我創造了你。
exil.survivor.5.2,You're the key.,Tu es la clé.,你是关键的钥匙。,你就是鑰匙。
exil.survivor.5.3,Help us.,Aide-nous.,救救我们。,幫幫我們。
exil.survivor.6.1,Make the peoples talk.,Fais que les peuples se parlent.,让各个民族交流。,讓諸族開口交談。
exil.survivor.6.2,Open the doors.,Ouvre les portes.,打开那些门。,開啟所有的門。
exil.survivor.6.3,End Exile.,Stoppe l’Exil.,终止放逐。,阻止放逐。
exil.survivor.6.4,Revive the Tower.,Ressuscite la Tour.,令高塔重获生机。,救活通天塔。
exil.intercom.warning.1,Don't go upstairs!,Ne monte pas !,不要上去！,別上階梯！
exil.intercom.warning.2,"If you go up, the Tower will die.","Si tu montes, la Tour mourra.",你要是上去，高塔就完了。,你若上去，通天塔就會死亡。
exil.intercom.warning.3,Help us.,Aide-nous.,救救我们。,幫幫我們。
exil.intercom.warning.4,Make the peoples talk!,Fais que les peuples se parlent !,让各个民族交流！,讓諸族開口交談！
exil.specialist.1.1,You helped me.,Tu m’as aidé.,你救了我。,你幫助了我。
exil.specialist.1.2,I will help the Tower.,Je vais aider la Tour.,我将拯救高塔。,我會幫忙拯救通天塔。
exil.specialist.1.3,I will speak to peoples.,Je vais parler aux peuples.,我将与各个民族商谈。,我會與諸族交談。
exil.specialist.2.1,Greetings.,Salutations.,你好。,你好。
exil.specialist.2.2,You ended my Exile.,Tu as stoppé mon Exil.,你终止了我的放逐。,你結束了我的放逐。
exil.specialist.2.3,My people will revive the Tower.,Mon peuple va ressusciter la Tour.,我的族人将令高塔重获生机。,我的族人將救活通天塔。
exil.specialist.3.1,I will help you.,Je vais t’aider.,我会帮助你。,我會幫助你。
exil.specialist.3.2,I will end Exile.,Je vais stopper l’Exil.,我将终止放逐。,我會結束放逐。
exil.specialist.3.3,I will speak to peoples.,Je vais parler aux peuples.,我将与各个民族商谈。,我會與諸族交談。
exil.specialist.4.1,You helped my people.,Tu as aidé mon peuple.,你救了我的族人。,你幫助了我的族人。
exil.specialist.4.2,My people will help the Tower.,Mon peuple va aider la Tour.,我的族人将拯救高塔。,我的族人會幫忙拯救通天塔。
exil.specialist.4.3,We will speak to peoples.,Nous allons parler aux peuples.,我们将与各个民族商谈。,我們會與諸族交談。
exil.intercom.ok.1,Go up!,Monte !,往上走！,上去吧！
exil.intercom.ok.2,You opened the doors.,Tu as ouvert les portes.,你打开了那些门。,你開啟了全部的門。
exil.intercom.ok.3,You revived the Tower!,Tu as ressuscité la Tour !,你令高塔重获生机！,你救活了通天塔！
exil.ia.1.1,Hello.,Bonjour.,你好。,你好。
exil.ia.1.2,I am Exile.,Je suis Exil.,我是放逐之人。,我就是放逐。
exil.ia.1.3,Come to me.,Viens à moi.,你到我这里来。,來我這裡吧。
exil.ia.1.4,Come into Exile.,Viens dans l'Exil.,你到放逐之地来。,遁入放逐吧。
exil.ia.2.1,Are you afraid to die?,Tu as peur de mourir ?,你怕死去吗？,你害怕死亡嗎？
exil.ia.2.2,I will help you.,Je t'aiderai.,我可以帮你。,我能幫助你。
exil.ia.2.3,The People of Exile do not die.,Le peuple d'Exil ne meurt pas.,放逐之族不会死去！,放逐的族人不會死亡。
exil.ia.3.1,Don't stop me!,Ne m'arrête pas !,你不要打断我！,不要阻止我！
exil.ia.3.2,I help the people!,J'aide le peuple !,我要帮助族人！,我在幫助族人！
exil.ia.4.1,You're a stranger!,Tu es un étranger !,你是陌生人！,你是陌生人！
exil.ia.4.2,You're not of my people!,Tu n'es pas de mon peuple !,你不是我族人！,你不是我的族人！
exil.ia.4.3,I will stop you!,Je t'arrêterai !,我要阻止你！,我要阻止你！
fort.garde.elite,The Warriors await the call of the Chosen Ones!,Les guerriers attendent l’appel des élus !,战士待神选之人召唤！,戰士等待天選者的召喚！
guerrier.1,LOVE,AIMER,爱,欣賞
guerrier.2,GO/PASS,ALLER,过/走/去/来,前進/通過
guerrier.3,CALL,APPEL,召唤,召喚
guerrier.4,WEAPON,ARME,兵器,武器
guerrier.5,WAIT,ATTENDRE,待/候,等待
guerrier.6,BOTTLE,BOUTEILLE,瓶,瓶
guerrier.7,BALANCE,BALANCE,天平,天平
guerrier.8,CRATE,CAISSE,箱,箱
guerrier.9,TROLLEY,CHARIOT,推车,手推車
guerrier.10,DUTY,DEVOIR,天责,天職
guerrier.11,CHOSEN,ÉLU,神选,天選者
guerrier.12,FORTRESS,FORTERESSE,城堡,要塞
guerrier.13,BIG,GRAND,高/大,大
guerrier.14,WARRIOR,GUERRIER,战士,戰士
guerrier.15,IMPURE,IMPUR,不洁之人,不潔者
guerrier.16,INSTRUMENT,INSTRUMENT,乐器,樂器
guerrier.17,MOON,LUNE,月,月亮
guerrier.18,DEATH,MORT,死亡,死亡
guerrier.19,NOT,PAS,否定,不/否/非
guerrier.20,SMALL,PETIT,矮/小,小
guerrier.21,PLURAL,PLURIEL,复数,（們）
guerrier.22,CARRY/POSSESS,PORTER/POSSÉDER,携/运/操,拿起/攜帶
guerrier.23,LAY,POSER,放/收,放下
guerrier.24,PUSH,POUSSER,推/拒,推/擊退
guerrier.25,PROTECT,PROTÉGER,保护,保護
guerrier.26,KEY,CLÉ,钥匙,鑰匙
guerrier.27,VESSEL,VAISSEAU,船,船隻
guerrier.28,SUN,SOLEIL,日,太陽
guerrier.29,BELLMAN,SONNEUR,撞钟人,敲鐘人
guerrier.30,TREASURE,TRÉSOR,宝藏,寶藏
guerrier.31,MAKE/CREATE,FABRIQUER/CRÉER,作/造,製作/建造/創造
guerrier.32,MUSIC,MUSIQUE,音乐,音樂
guerrier.33,FEAR,PEUR,怕/惧,恐懼/害怕
guerrier.34,SCIENTIST,SCIENTIFIQUE,学者,科學家
guerrier.35,HELP,AIDER,救/助,幫忙/協助
guerrier.36,SEEK/WANT,CHERCHER/VOULOIR,寻/欲,尋覓/想要
abbaye.guerrier.garde,The Impure Ones do not pass!,Les Impurs ne passent pas !,不洁之人不得通过！,不潔者不得通行！
abbaye.guerrier.garde,The Impure Ones do not pass!,Les Impurs ne passent pas !,不洁之人不得通过！,不潔者不得通行！
abbaye.guerrier.garde,The Impure Ones do not pass!,Les Impurs ne passent pas !,不洁之人不得通过！,不潔者不得通行！
fort.harrangue.arme,Carry the weapon!,Porter l’arme !,操兵器！,拿起武器！
fort.harrangue.devoir,Warrior's duty?,Le devoir du Guerrier ?,战士之天责？,戰士的天職是？
fort.harrangue.elu,Protect the Chosen Ones!,Protéger les Élus !,护神选之人！,保護天選者！
fort.harrangue.impur,Push back the Impure Ones!,Repousser les Impurs !,拒不洁之人！,擊退不潔者！
abbaye.jardinier.1,Preacher is not in the Garden.,Le Prêcheur n'est pas dans le Jardin.,教士不在花园。,傳道者不在植物園。
abbaye.jardinier.2,I can't find the Preacher.,Je ne trouve pas le Prêcheur.,我未能寻得教士。,我找不到傳道者。
abbaye.jardinier.3,Plants are dying.,Les plantes meurent.,植物将死。,植物瀕臨死亡。
abbaye.jardinier.4,I don't like dying plants.,Je n'aime pas les plantes mourantes.,我不喜植物死亡。,我不喜歡瀕臨死亡的植物。
abbaye.luthier.1,Hello!,Bonjour !,你好！,你好！
abbaye.luthier.2,I make instruments.,Je fabrique des instruments.,我能造乐器。,我製作樂器。
abbaye.luthier.3,Do you like music?,Vous aimez la musique ?,你喜音乐吗？,你喜歡音樂嗎？
abbaye.melomane,I love music!,J’aime la musique !,我爱音乐！,我愛音樂！
abbaye.mendiant.donner.1,You're seeking the Preacher.,Vous cherchez le Prêcheur.,你在寻教士。,你在尋覓傳道者。
abbaye.mendiant.donner.2,Go to the Garden.,Allez dans le Jardin.,往花园。,去植物園。
abbaye.mendiant.donner.3,Preacher loves the Garden.,Le Prêcheur aime le Jardin.,教士喜花园。,傳道者愛植物園。
abbaye.mendiant.donner.1,You're seeking the Preacher.,Vous cherchez le Prêcheur.,你在寻教士。,你在尋覓傳道者。
abbaye.mendiant.donner.2,Go to the Garden.,Allez dans le Jardin.,往花园。,去植物園。
abbaye.mendiant.donner.3,Preacher loves the Garden.,Le Prêcheur aime le Jardin.,教士喜花园。,傳道者愛植物園。
abbaye.mendiant.aide,I'll help you!,Je vais vous aider !,我将助你！,我來幫你！
abbaye.mendiant.hey,Can you help me?,Pouvez-vous m’aider ?,你可助我吗？,你能幫我嗎？
abbaye.mendiant.merci.1,You're a great man.,Vous êtes un grand homme.,你人极好。,你是個好人。
abbaye.mendiant.merci.2,I like you.,Vous me plaisez.,我喜你。,我喜歡你。
abbaye.mendiant.merci.1,You're a great man.,Vous êtes un grand homme.,你人极好。,你是個好人。
abbaye.mendiant.merci.2,I like you.,Vous me plaisez.,我喜你。,我喜歡你。
abbaye.moinedecus.1,Don't go to the door.,Ne va pas à la porte.,莫去那门那里。,別去門那邊。
abbaye.moinedecus.2,The Warriors locked the door.,Les Guerriers ont fermé la porte.,战士封了那门。,戰士鎖了門。
abbaye.moinedecus.3,I'm a Devotee.,Je suis un Dévot.,我是信徒。,我是朝覲者。
abbaye.moinedecus.4,God spoke to me.,Dieu m'a parlé.,神曾语我。,天神對我說話。
abbaye.moinedecus.5,God is on high.,Dieu est haut.,神在高上之处。,天神高高在上。
abbaye.moinedecus.6,I want to go up.,Je veux aller en haut.,我欲往上。,我想上去。
abbaye.moinedecus.7,God is on high.,Dieu est haut.,神在高上之处。,天神高高在上。
abbaye.moinedecus.8,I want to go up.,Je veux aller en haut.,我欲往上。,我想上去。
abbaye.moinedecus.9,Warriors are not Devotees.,Les Guerriers ne sont pas des Dévots.,战士非信徒。,戰士不是朝覲者。
abbaye.moinedecus.10,Warriors locked the door.,Les Guerriers ont fermé la porte.,战士封了那门。,戰士鎖了門。
abbaye.moinedecus.11,God is on high.,Dieu est haut.,神在高上之处。,天神高高在上。
abbaye.moinedecus.12,We want to go up.,Nous voulons aller en haut.,我等欲往上。,我們想上去。
abbaye.moinedecus.13,Help us.,Aide-nous.,助我等。,幫幫我們。
abbaye.paroissien.1,We want to talk to the Preacher.,Nous voulons parler au Prêcheur.,我等欲语教士。,我們想跟傳道者交談。
abbaye.paroissien.2,We can't find the Preacher.,Nous ne trouvons pas le Prêcheur.,我等未能寻得教士。,我們找不到傳道者。
abbaye.paroissien.3,I want to talk to God.,Je veux parler à Dieu.,我欲语神。,我想跟天神交談。
abbaye.paroissien.4,I want to talk to the Preacher.,Je veux parler au Prêcheur.,我欲语教士。,我想跟傳道者交談。
fort.capitaine.aller,"Warriors, march!","Guerriers, en marche!",诸战士，行进！,戰士們，前進！
fort.capitaine.aller,"Warriors, march!","Guerriers, en marche!",诸战士，行进！,戰士們，前進！
fort.capitaine.aller,"Warriors, march!","Guerriers, en marche!",诸战士，行进！,戰士們，前進！
fort.capitaine.attendre,"Warriors, wait!","Guerriers, en attente !",诸战士，且慢！,戰士們，稍息！
fort.capitaine.attendre,"Warriors, wait!","Guerriers, en attente !",诸战士，且慢！,戰士們，稍息！
fort.capitaine.attendre,"Warriors, wait!","Guerriers, en attente !",诸战士，且慢！,戰士們，稍息！
abbaye.potier.1,I make pots.,Je fabrique des vases.,我能作罐子。,我製作陶罐。
abbaye.potier.2,Do you need a pot?,Avez-vous besoin d’un vase ?,你需罐子否？,你需要陶罐嗎？
reclus.1,YOU,TOI,你,你
reclus.2,ME,MOI,我,我
reclus.3,PLURAL,PLURIEL,复数,（們）
reclus.4,NOT,PAS,否定,不/否/非
reclus.5,GO,ALLER,去,去
reclus.6,TALK,PARLER,交流,說話/交談
reclus.7,UP,HAUT,上,上
reclus.8,FEAR,PEUR,怕/忧,恐懼/害怕
reclus.9,SEEK,CHERCHER,寻找,尋覓
reclus.10,GREETINGS,SALUTATION,寒暄/告别,你好/再見
reclus.11,WAIT,ATTENDRE,等候,等待
reclus.12,HELP,AIDER,救/助,幫忙/協助
reclus.13,MAKE/CREATE,FABRIQUER,作/造,製作/建造/創造
reclus.14,DEAD,MORT,死,死亡
reclus.15,MAN/HUMAN,HOMME/HUMAIN,人/凡人/人类,凡人/人類
reclus.16,OPEN,OUVRIR,开,開
reclus.17,DOOR,PORTE,门,門
reclus.18,KEY,CLÉ,钥匙,鑰匙
reclus.19,PEOPLE,PEUPLE,人/民族,族人
reclus.20,TOWER,TOUR,高塔,通天塔
reclus.21,EXILE,EXIL,放逐,放逐
reclus.22,US/WE,NOUS,我们,我們
reclus.23,DIE,MOURIR,死,死亡
reclus.24,COME,VENIR,来,來
reclus.25,CLIMB,MONTER,攀登,攀登
reclus.26,DISREGARD,SE DÉSINTÉRESSER,无视,不理會
reclus.27,MY PEOPLE,MON PEUPLE,我族,我的族人
reclus.28,PEOPLES,PEUPLES,民族,諸族
reclus.29,STRANGER,ÉTRANGER,陌生人,陌生人
reclus.30,STOP,ARRÊTER,终止/停止,停止
reclus.31,REVIVE,RESSUSCITER,复活/拯救,復活
reclus.32,DOORS,PORTES,门,門
SimuBasRelief,,,,
SimuScene,,,,
SimuTapisserie,,,,
Specialiste1,,,,
Specialiste2,,,,
Specialiste3,,,,
Specialiste4,,,,
Specialiste4,,,,
Specialiste4,,,,
terminal.1-4.1,You help me!,"Toi, aide-moi !",你助我！,你幫幫我！
terminal.1-4.2,Plants are dying!,Les plantes meurent !,植物将死！,植物瀕臨死亡！
terminal.1-4.3,I don't want plants to die!,Je ne veux pas que les plantes meurent.,我不愿植物死去！,我不希望植物死掉！
terminal.1-4.4,I will help you.,Je vais t’aider.,我会帮你。,我會幫助你。
terminal.1-4.5,I will create a formula.,Je vais créer une formule.,我会作出配方。,我會配製藥方。
terminal.1-2.1,The Impure Ones do not pass!,Les Impurs ne passent pas.,不洁之人不得通过！,不潔者不得通行！
terminal.1-2.2,The Impure Ones do not create music!,Les Impurs ne créent pas de musique.,不洁之人不作音乐！,不潔者無法創造音樂！
terminal.1-2.3,Devotees create music.,Les Dévots créent de la musique !,信徒作音乐。,朝覲者創造音樂。
terminal.1-2.4,Warriors love music!,Les Guerriers aiment la musique !,战士爱音乐！,戰士們愛音樂！
terminal.2-4.1,The Alchemists want to help the monster.,Les Alchimistes cherchent à aider le Monstre.,炼金术师想帮助怪物。,煉金術士想協助怪物。
terminal.2-4.2,The Alchemists are afraid.,Les Alchimistes ont peur.,炼金术师害怕。,煉金術士害怕。
terminal.2-4.3,The Alchemists don't want to die!,Les Alchimistes ne veulent pas mourir.,炼金术师不想死！,煉金術士不想死！
terminal.2-4.4,Warriors are not afraid of the Impure!,Les Guerriers n’ont pas peur de l'impur !,战士不惧不洁之人！,戰士不怕不潔者！
terminal.2-4.5,Warriors will help the Scientists!,Les Guerriers aideront les Scientifiques !,战士会帮学者！,戰士會協助科學家！
terminal.1-3.1,I salute the Man.,"Je te salue, Homme.",我与凡人寒暄。,我向人類致敬。
terminal.1-3.2,"Men, we are not.","Des Hommes, nous ne sommes pas.",凡人，我等非也。,人類，我們不是。
terminal.1-3.3,"Free, we are not.","Libres, nous ne sommes pas.",自由之身，我等非也。,自由身，我們沒有。
terminal.1-3.4,Abbey is free.,L’Abbaye est libre.,修院已自由。,隱修院是自由的。
terminal.1-3.5,Come to Abbey.,Venez à l’Abbaye.,来修院。,來隱修院吧。
terminal.3-4.1,"Brothers, I'm seeking.","Des frères, je recherche.",兄弟，我之所寻也。,同胞，我在尋覓。
terminal.3-4.2,"Brothers, the Warriors are not.","Des frères, les Guerriers ne sont pas.",兄弟者，战士非也。,同胞，戰士們不是。
terminal.3-4.3,I found a book.,J’ai trouvé un livre.,我找到了书。,我找到一本書。
terminal.3-4.4,We are brothers!,Nous sommes frères !,我们是同胞！,我們是同胞！
terminal.3-4.5,"Brothers, we are!","Frères, nous sommes !",兄弟者，我等是也！,同胞，我們是！
terminal.2-3.1,Warriors love music.,Les Guerriers aiment la musique.,战士爱乐。,戰士愛音樂。
terminal.2-3.2,"Chosen One, come to the Fortress!","Élu, vient à la Forteresse !",神选之人，来城堡！,天選之人，快來要塞！
terminal.2-3.3,"Instruments, Bards possess.","Des instruments, les Bardes possèdent.",乐器，诗人之所操。,樂器，吟遊詩人擁有。
terminal.2-3.4,"Music, Bards love to play.","De la musique, les Bardes aiment jouer.",音乐，诗人之所爱奏。,音樂，吟遊詩人愛演奏。
terminal.2-3.5,"To the Fortress, Bards will come.","À la Forteresse, les Bardes viendront.",往城堡，诗人将来。,要塞，吟遊詩人會來。
simulation.enfant.conduits,Come here!,Viens !,过来！,來這裡！
simulation.portier.idiot,"Idiot, you are!","Idiot, tu es !",愚者，你是也！,愚者，你是！
simulation.portier.pas.aimer,"You, I don't like!","Toi, moi pas aimer !",你，我不喜也！,你，我不喜歡！
simulation.portier.monstre,"A monster, you are!","Un monstre, toi être !",怪物者，你是也！,怪物，你是！
simulation.portier.monstre,"A monster, you are!","Un monstre, toi être !",怪物者，你是也！,怪物，你是！
simulation.portier.monstre,"A monster, you are!","Un monstre, toi être !",怪物者，你是也！,怪物，你是！
simulation.enfant.libre,I'm free!,Je suis libre !,我有空！,我有空！
simulation.enfant.monter,Go up!,Monte !,往上！,上去！
simulation.tapisserie,The Impure Ones making [unreadable],Les Impurs faisant [illisible],不洁之人作[看不到字符],不潔者 創造 [無法辨識]
simulation.scene,'[unreadable] Bard found.','[illisible] Barde trouver.','[看不到字符]诗人寻得。','[無法辨識] 吟遊詩人 找到。'
simulation.basrelief,'[unreadable] making [unreadable]','[illisible] fabriquant [illisible]','[看不到字符]创造[看不到字符]','[無法辨識] 創造 [無法辨識]'
